hdn_count,n_reads
0,20096
1,20160
2,22622
3,16317
4,8236
5,3107
6,1101
7,372
8,187
9,78
10,87
11,44
12,42
13,27
14,27
15,28
16,17
17,12
18,4
19,6
20,8
21,8
22,1
23,4
24,3
25,2
