hdn_count,n_reads
0,24283
1,19376
2,23949
3,17411
4,8751
5,3152
6,1108
7,371
8,154
9,64
10,50
11,24
12,32
13,16
14,4
15,7
16,9
17,11
18,1
19,1
20,1
21,3
