hdn_count,n_reads
0,27069
1,21560
2,25482
3,18198
4,9121
5,3609
6,1340
7,499
8,210
9,132
10,71
11,51
12,30
13,14
14,9
15,13
16,6
17,1
18,2
19,2
20,2
