hdn_count,n_reads
0,26306
1,21221
2,24624
3,16857
4,7861
5,2848
6,939
7,312
8,126
9,68
10,38
11,36
12,28
13,15
14,8
15,7
16,9
17,6
18,2
19,2
21,1
