hdn_count,n_reads
0,21219
1,19932
2,22316
3,15872
4,8153
5,3264
6,1142
7,440
8,178
9,86
10,81
11,50
12,30
13,20
14,23
15,20
16,14
17,4
18,2
19,5
20,3
21,8
22,4
23,1
26,3
