hdn_count,n_reads
0,26593
1,19334
2,24365
3,19676
4,11207
5,5180
6,2053
7,785
8,356
9,174
10,77
11,41
12,34
13,26
14,19
15,17
16,11
17,11
18,2
19,2
20,2
21,3
24,1
