hdn_count,n_reads
0,21453
1,19938
2,24056
3,17359
4,9014
5,3625
6,1371
7,469
8,205
9,102
10,54
11,42
12,24
13,12
14,10
15,7
16,3
17,1
18,2
19,1
20,2
