hdn_count,n_reads
0,17172
1,18245
2,22963
3,17970
4,9839
5,4201
6,1503
7,491
8,189
9,89
10,45
11,28
12,48
13,31
14,26
15,16
16,19
17,14
18,6
19,16
20,5
21,6
22,1
23,3
