hdn_count,n_reads
0,25698
1,17477
2,23464
3,19022
4,11232
5,4769
6,1821
7,665
8,187
9,94
10,47
11,34
12,26
13,23
14,5
15,11
16,16
17,13
18,9
19,4
20,7
21,2
24,1
25,1
