hdn_count,n_reads
0,29626
1,20317
2,24860
3,15927
4,7280
5,2383
6,782
7,224
8,79
9,56
10,24
11,20
12,22
13,10
14,11
15,9
16,3
17,2
18,3
20,1
21,1
