hdn_count,n_reads
0,26744
1,21191
2,23435
3,15782
4,7871
5,2851
6,984
7,332
8,170
9,88
10,45
11,20
12,21
13,18
14,11
15,14
16,4
17,4
20,4
21,2
22,1
