hdn_count,n_reads
0,27081
1,24517
2,22598
3,12330
4,4431
5,1143
6,278
7,119
8,77
9,51
10,48
11,39
12,21
13,24
14,21
15,18
16,10
17,7
18,5
19,4
20,6
21,4
22,1
