hdn_count,n_reads
0,37782
1,24753
2,24473
3,12010
4,3951
5,951
6,375
7,122
8,55
9,29
10,26
11,15
12,31
13,12
14,11
15,13
16,10
17,2
18,4
19,1
22,1
23,1
