hdn_count,n_reads
0,28445
1,24539
2,22430
3,12059
4,4400
5,1167
6,308
7,122
8,64
9,41
10,27
11,26
12,31
13,15
14,11
15,8
16,4
17,9
18,2
19,3
20,6
21,3
22,2
