hdn_count,n_reads
0,2847876
1,212697
2,85115
3,39521
4,23976
5,11742
6,9178
7,5412
8,3931
9,2221
10,1039
11,524
12,272
13,206
14,72
15,3
16,17
17,3
18,8
19,9
