hdn_count,n_reads
0,1071037
1,95050
2,63785
3,33021
4,21059
5,12292
6,7992
7,5421
8,3872
9,2898
10,2199
11,1786
12,1397
13,1231
14,1090
15,1180
16,1026
17,803
18,700
19,601
20,515
21,442
22,387
23,321
24,258
25,238
26,218
27,218
28,130
29,130
30,135
31,86
32,82
33,112
34,99
35,75
36,89
37,61
38,75
39,31
40,79
41,53
42,49
43,27
44,26
45,16
46,5
47,2
48,1
