hdn_count,n_reads
0,563990
1,50745
2,15947
3,6200
4,3763
5,2754
6,2047
7,1211
8,1008
9,878
10,665
11,513
12,331
13,319
14,234
15,304
16,223
17,183
18,159
19,78
20,65
21,41
22,48
23,44
24,61
25,32
26,24
27,15
28,8
29,14
30,3
31,19
32,2
34,3
35,1
36,10
38,1
39,1
40,1
