hdn_count,n_reads
0,3165784
1,978024
2,680805
3,245073
4,82521
5,27606
6,13871
7,7257
8,4341
9,2870
10,2069
11,1368
12,730
13,742
14,696
15,324
16,281
17,311
18,84
