hdn_count,n_reads
0,1255206
1,73695
2,25153
3,6360
4,3768
5,1989
6,1450
7,1055
8,733
9,679
10,758
11,1197
12,1005
13,683
14,399
15,344
16,255
17,221
18,161
19,216
20,117
21,109
22,54
23,85
24,35
25,48
26,27
27,37
28,29
29,23
30,15
31,17
32,11
33,13
34,3
35,11
36,12
37,2
