hdn_count,n_reads
0,684754
1,52147
2,15435
3,4305
4,2243
5,1231
6,700
7,548
8,265
9,163
10,103
11,78
12,32
13,36
14,20
15,17
16,16
17,9
18,5
19,8
20,3
