hdn_count,n_reads
0,1100598
1,83070
2,45175
3,26660
4,17084
5,9460
6,6010
7,3209
8,2373
9,986
10,501
11,274
12,201
13,71
14,149
15,74
16,42
17,53
18,25
19,21
20,36
21,20
22,12
23,11
24,24
25,6
