hdn_count,n_reads
0,1372601
1,63957
2,24280
3,7689
4,3828
5,1442
6,592
7,349
8,283
9,193
10,180
11,165
12,100
13,81
14,63
15,19
16,13
17,21
18,17
19,8
20,4
21,7
