hdn_count,n_reads
0,134538
1,197276
2,207458
3,83794
4,28186
5,6922
6,5273
7,4097
8,3578
9,2726
10,2030
11,1375
12,850
13,662
14,515
15,379
16,286
17,277
18,159
19,173
20,185
21,118
22,12
23,7
25,3
26,5
29,1
