hdn_count,n_reads
0,832867
1,149331
2,110831
3,46850
4,23709
5,11668
6,7996
7,4958
8,2647
9,1495
10,873
11,515
12,532
13,587
14,190
15,132
16,43
17,48
18,47
19,22
20,33
21,31
