hdn_count,n_reads
0,370367
1,286288
2,283612
3,106838
4,36778
5,8926
6,7236
7,5910
8,4935
9,4874
10,3836
11,3227
12,2308
13,1715
14,1172
15,1027
16,678
17,369
18,330
19,281
20,162
21,133
22,38
23,52
24,10
25,23
26,6
27,13
28,12
29,4
30,6
31,3
32,7
