hdn_count,n_reads
0,1459848
1,69865
2,25324
3,8055
4,5491
5,3404
6,2513
7,1949
8,1505
9,1033
10,709
11,468
12,366
13,235
14,133
15,102
16,121
17,86
18,68
19,37
20,43
21,24
22,20
23,7
24,7
25,5
29,2
30,1
32,1
