hdn_count,n_reads
0,595786
1,32593
2,13797
3,8638
4,4622
5,2843
6,2146
7,2366
8,1798
9,1143
10,710
11,428
12,349
13,264
14,137
15,142
16,111
17,63
18,53
19,31
