hdn_count,n_reads
0,931100
1,34445
2,8425
3,2414
4,1373
5,923
6,828
7,487
8,393
9,362
10,211
11,196
12,229
13,104
14,156
15,95
16,128
17,58
18,63
19,16
20,20
21,5
