hdn_count,n_reads
0,8199686
1,644968
2,226896
3,83281
4,44040
5,25483
6,13421
7,8253
8,5238
9,3671
10,3018
11,2332
12,1631
13,1404
14,1059
15,798
16,950
17,940
18,897
19,404
20,433
21,433
22,408
23,321
24,272
25,350
26,267
27,243
28,167
29,80
30,134
31,70
32,91
33,119
34,130
35,99
36,144
37,189
38,118
39,94
40,13
41,9
