hdn_count,n_reads
0,302803
1,239483
2,177515
3,64377
4,13612
5,2926
6,1639
7,1182
8,1020
9,894
10,468
11,154
12,76
13,54
14,45
15,28
16,24
17,19
18,17
19,14
20,9
21,5
22,3
