hdn_count,n_reads
0,1162972
1,62120
2,26496
3,12704
4,7223
5,5588
6,4795
7,4505
8,3366
9,2315
10,1756
11,1542
12,844
13,419
14,262
15,112
16,23
17,5
18,9
