hdn_count,n_reads
0,663213
1,46533
2,16357
3,8863
4,7263
5,8541
6,7148
7,6579
8,5424
9,4488
10,3702
11,2617
12,1527
13,1132
14,1074
15,933
16,758
17,574
18,462
19,391
20,263
21,257
22,193
23,126
24,128
25,109
26,96
27,102
28,131
29,151
30,108
31,120
32,155
33,123
34,79
35,57
36,52
37,72
38,34
39,28
40,39
41,12
42,17
43,4
45,1
