hdn_count,n_reads
0,11723
1,13015
2,19219
3,19273
4,14603
5,8110
6,3844
7,1683
8,644
9,269
10,141
11,63
12,40
13,41
14,38
15,31
16,22
17,18
18,13
19,11
20,10
21,8
22,1
23,6
24,2
25,4
27,1
