hdn_count,n_reads
0,19154
1,14796
2,21371
3,20917
4,15372
5,8577
6,3985
7,1712
8,744
9,319
10,179
11,103
12,64
13,44
14,33
15,18
16,14
17,3
18,6
19,2
20,3
21,2
22,1
23,2
