hdn_count,n_reads
0,17997
1,12901
2,19295
3,19216
4,14419
5,8347
6,3838
7,1580
8,622
9,217
10,120
11,69
12,68
13,25
14,18
15,14
16,9
17,9
18,6
19,1
20,1
21,2
22,4
