hdn_count,n_reads
0,15957
1,14053
2,20627
3,19152
4,13004
5,6612
6,2894
7,1139
8,414
9,167
10,108
11,66
12,47
13,28
14,17
15,14
16,15
17,14
18,1
19,8
20,3
21,1
22,2
23,2
25,1
