hdn_count,n_reads
0,12785
1,14247
2,20484
3,19191
4,13288
5,7285
6,3237
7,1263
8,530
9,208
10,104
11,61
12,43
13,33
14,45
15,28
16,18
17,20
18,7
19,16
20,7
21,13
22,5
23,4
24,1
25,1
26,2
