hdn_count,n_reads
0,14840
1,15202
2,21372
3,19610
4,13624
5,7277
6,3366
7,1334
8,543
9,240
10,132
11,68
12,44
13,32
14,17
15,24
16,11
17,3
18,4
19,2
20,1
21,2
22,1
23,1
