hdn_count,n_reads
0,18579
1,14137
2,20212
3,19705
4,14269
5,7917
6,3815
7,1544
8,551
9,250
10,140
11,60
12,42
13,30
14,24
15,8
16,9
17,6
18,7
19,4
22,3
23,1
24,1
