hdn_count,n_reads
0,19684
1,17331
2,23304
3,20723
4,14024
5,7545
6,3441
7,1425
8,690
9,312
10,198
11,134
12,70
13,40
14,26
15,13
16,10
17,5
18,3
19,1
20,1
21,2
22,1
23,1
24,2
