hdn_count,n_reads
0,9350
1,6665
2,10410
3,13386
4,15579
5,15037
6,12598
7,8997
8,5885
9,3444
10,1908
11,983
12,574
13,316
14,216
15,164
16,114
17,74
18,52
19,40
20,26
21,8
22,13
23,2
24,6
25,7
26,1
27,1
30,1
