hdn_count,n_reads
0,4305
1,4596
2,7912
3,11506
4,13984
5,14478
6,12442
7,9546
8,6579
9,4129
10,2254
11,1251
12,611
13,412
14,204
15,133
16,69
17,63
18,51
19,31
20,21
21,18
22,23
23,12
24,5
25,9
26,12
27,4
28,4
29,4
30,1
31,1
33,2
