hdn_count,n_reads
0,9519
1,6366
2,10184
3,12726
4,14581
5,13829
6,11280
7,7953
8,4994
9,2982
10,1656
11,905
12,459
13,259
14,183
15,106
16,56
17,55
18,28
19,27
20,26
21,16
22,6
23,5
24,4
25,3
26,3
27,4
28,1
29,2
33,1
