hdn_count,n_reads
0,8454
1,6495
2,9885
3,12960
4,14628
5,14207
6,11495
7,8337
8,5440
9,3195
10,1776
11,972
12,516
13,297
14,216
15,129
16,98
17,52
18,41
19,27
20,27
21,12
22,16
23,13
24,11
25,4
26,3
27,1
28,2
29,2
