hdn_count,n_reads
0,4469
1,4639
2,7896
3,11271
4,13782
5,13850
6,12103
7,8834
8,5861
9,3601
10,1939
11,1145
12,594
13,389
14,255
15,226
16,133
17,106
18,75
19,44
20,29
21,21
22,26
23,23
24,20
25,16
26,11
27,12
28,2
29,4
30,3
32,2
33,1
34,1
