hdn_count,n_reads
0,9600
1,7430
2,12176
3,15198
4,16138
5,13656
6,10038
7,6312
8,3479
9,1896
10,977
11,533
12,265
13,177
14,98
15,63
16,63
17,42
18,29
19,22
20,14
21,5
22,10
23,1
24,3
25,2
26,1
28,1
