hdn_count,n_reads
0,8567
1,6432
2,10892
3,14296
4,15777
5,14827
6,11396
7,7716
8,4800
9,2664
10,1305
11,709
12,386
13,200
14,127
15,92
16,58
17,40
18,31
19,26
20,26
21,19
22,13
23,4
24,7
25,12
26,4
27,4
30,2
31,2
32,1
35,1
