hdn_count,n_reads
0,10366
1,6797
2,10839
3,13877
4,15456
5,14442
6,11127
7,7788
8,4763
9,2624
10,1433
11,778
12,426
13,245
14,178
15,117
16,85
17,55
18,45
19,26
20,19
21,22
22,6
23,4
24,2
25,2
26,2
27,2
30,3
31,1
33,1
34,1
