hdn_count,n_reads
0,42882
1,25591
2,17672
3,5116
4,1017
5,151
6,90
7,62
8,48
9,40
10,43
11,23
12,24
13,31
14,12
15,8
16,6
17,2
18,7
19,6
20,1
21,1
