hdn_count,n_reads
0,66105
1,14887
2,8470
3,2333
4,469
5,155
6,117
7,66
8,42
9,49
10,34
11,27
12,21
13,19
14,11
15,5
16,5
17,4
18,7
19,2
20,1
21,3
22,1
