hdn_count,n_reads
0,7081
1,6722
2,11130
3,15458
4,16077
5,13978
6,9630
7,5937
8,3167
9,1568
10,678
11,314
12,139
13,80
14,68
15,61
16,38
17,26
18,19
19,16
20,10
21,18
22,8
23,12
24,6
25,2
26,2
27,2
