hdn_count,n_reads
0,9382
1,10157
2,16031
3,18510
4,15844
5,10935
6,6211
7,3021
8,1333
9,530
10,262
11,162
12,85
13,78
14,42
15,35
16,40
17,25
18,16
19,13
20,19
21,12
22,11
23,4
24,2
25,1
26,1
