hdn_count,n_reads
0,9342
1,10629
2,16527
3,18414
4,16462
5,11535
6,6768
7,3385
8,1637
9,778
10,317
11,170
12,113
13,77
14,59
15,40
16,35
17,16
18,16
19,10
20,8
21,2
22,4
23,1
24,2
25,1
26,1
