hdn_count,n_reads
0,17264
1,12932
2,19002
3,19155
4,14628
5,8802
6,4711
7,2069
8,947
9,511
10,252
11,160
12,122
13,73
14,49
15,47
16,30
17,22
18,17
19,6
20,9
21,10
22,4
23,3
24,1
27,1
