hdn_count,n_reads
0,10523
1,8797
2,14507
3,17914
4,18006
5,14452
6,9912
7,5867
8,3141
9,1642
10,819
11,503
12,303
13,183
14,133
15,95
16,63
17,40
18,30
19,15
20,13
21,12
22,6
23,6
24,6
25,1
26,1
27,1
