hdn_count,n_reads
0,9059
1,10099
2,16029
3,18138
4,16249
5,11017
6,6375
7,3138
8,1420
9,660
10,359
11,169
12,111
13,83
14,62
15,37
16,40
17,33
18,32
19,17
20,16
21,15
22,16
23,4
24,6
25,3
26,4
27,1
