hdn_count,n_reads
0,8732
1,10115
2,15688
3,18413
4,16638
5,12065
6,7366
7,3797
8,1918
9,875
10,441
11,226
12,138
13,100
14,79
15,47
16,51
17,27
18,17
19,17
20,8
21,8
22,1
23,2
24,1
25,3
26,1
29,2
