hdn_count,n_reads
0,13208
1,8715
2,14279
3,16782
4,16657
5,13213
6,8940
7,5091
8,2683
9,1219
10,531
11,279
12,138
13,85
14,67
15,41
16,22
17,29
18,24
19,10
20,15
21,7
22,5
23,3
25,6
26,2
