hdn_count,n_reads
0,3104
1,3013
2,4871
3,6333
4,8293
5,10134
6,11128
7,11520
8,11123
9,9679
10,7922
11,6267
12,4425
13,3370
14,2328
15,1607
16,1109
17,797
18,654
19,428
20,349
21,242
22,190
23,131
24,113
25,93
26,92
27,91
28,75
29,51
30,35
31,50
32,34
33,22
34,27
35,17
36,11
37,3
38,12
39,6
40,11
41,3
42,6
43,4
47,1
