hdn_count,n_reads
0,7726
1,6081
2,9840
3,13233
4,15409
5,14351
6,11431
7,7619
8,4728
9,2586
10,1391
11,745
12,387
13,328
14,174
15,138
16,109
17,69
18,83
19,44
20,43
21,29
22,17
23,16
24,4
25,5
26,6
28,4
29,2
30,1
31,1
33,1
