hdn_count,n_reads
0,10825
1,8240
2,12959
3,15931
4,17333
5,14999
6,11582
7,7541
8,4368
9,2441
10,1271
11,697
12,425
13,224
14,148
15,104
16,73
17,56
18,31
19,17
20,11
21,15
22,18
23,9
24,9
25,1
26,1
27,2
28,2
29,2
