hdn_count,n_reads
0,7270
1,7347
2,12274
3,15690
4,16135
5,13288
6,9230
7,5451
8,2894
9,1440
10,720
11,346
12,206
13,163
14,93
15,88
16,57
17,42
18,29
19,33
20,16
21,19
22,11
23,8
24,9
25,4
27,1
28,5
29,1
