hdn_count,n_reads
0,11957
1,8406
2,13619
3,16286
4,16110
5,13533
6,9261
7,5663
8,3131
9,1601
10,805
11,420
12,248
13,131
14,95
15,70
16,34
17,27
18,23
19,17
20,10
21,13
22,7
23,3
24,3
25,2
28,1
