hdn_count,n_reads
0,12982
1,10159
2,16600
3,18882
4,17721
5,12652
6,8084
7,4444
8,2161
9,1050
10,560
11,375
12,216
13,109
14,105
15,58
16,35
17,29
18,14
19,14
20,10
21,4
22,3
23,2
24,1
